Motif_Nodes	Motif_edges	Num_occ_input_graph	Mean_analytical	Variance_analytical	Pval_analytical
NP,UP,PP	(0,2,activation)(1,2,inhibition)(2,0,activation)	202	6.390886450026128	100.2844031293135	6.769327320910179E-10
NP,UP,UP	(0,2,activation)(1,2,activation)	14182	85492.19313370925	1.727276856527256E9	0.9877774901551497
NP,UP,PP	(0,2,activation)(1,2,inhibition)	3301	1823.8099050019573	358132.22093356587	0.014767753068309353
NP,PP,UP	(0,2,activation)(0,1,activation)(1,0,activation)(2,1,inhibition)	2	0.017728094736712368	0.019939181184996525	7.291798570274732E-5
PP,UP,PP	(0,2,inhibition)(1,2,inhibition)(2,0,inhibition)	35	7.500483344102566	500.24073982469827	0.07779329968591653
NP,NP,PP	(0,2,activation)(1,2,activation)(2,1,activation)(2,0,activation)	120	0.7351444864263037	22.287729363341057	2.006992949010744E-5
NP,NP,UP	(0,2,inhibition)(1,2,inhibition)	403	140.73536668447622	2252.5032730747953	1.4789896628175647E-5
NP,NP,NP	(0,2,activation)(1,2,activation)	16037	12548.714932292412	5546332.543816596	0.07566956237887223
UP,UP,NP	(0,2,activation)(1,2,inhibition)(2,0,activation)	247	7.317769344089224	110.10446256576499	3.587796726378656E-12
UP,UP,NP	(0,2,activation)(0,1,inhibition)(1,2,inhibition)	1	6.0498973021533	11.504443220287726	0.9401361350093871
PP,UP,PP	(0,2,inhibition)(2,1,inhibition)	71	1207.3239822854318	1743630.8728279162	0.7812786552209812
PP,UP,PP	(0,2,inhibition)(2,1,activation)	112	692.7339735498102	126630.60624833225	0.9831565064489427
UP,PP,PP	(0,2,inhibition)(1,2,activation)(2,0,activation)	13	0.6906638698232562	7.705741742076332	0.011929084641174037
UP,UP,NP	(0,2,activation)(0,1,activation)(1,2,inhibition)	32	28.7207022282433	453.34172407745064	0.36103173642494735
UP,UP,NP	(0,2,activation)(2,1,activation)(2,0,activation)	373	25.101447615729906	408.13429477192176	3.0031532816110484E-13
NP,UP,UP	(0,2,inhibition)(1,2,activation)(2,0,inhibition)	18	0.4313027131661177	28.826505302978873	0.007398732597516777
UP,UP,NP	(0,2,activation)(0,1,inhibition)(1,2,inhibition)(1,0,inhibition)	1	0.05323106660126232	0.10852675847208576	0.012163496730317247
NP,PP,NP	(0,2,inhibition)(0,1,inhibition)(1,0,inhibition)(2,1,activation)	2	0.003127890052478673	0.003854367668071994	3.102942718613555E-5
UP,PP,NP	(0,2,activation)(1,2,inhibition)(2,1,activation)(2,0,activation)	1	0.03331260116862094	0.04076500715288567	0.0033651876419557025
NP,PP,NP	(0,2,activation)(0,1,activation)(1,0,activation)(2,1,activation)	195	0.794135873571509	4.74880431432762	0.0
